INDEX,HATE_SPEECH,COUNTER_NARRATIVE,TARGET,VERSION
486,MIgrants are not running away from wars.,Would you risk your life and that of your children only on a whim? Don't you think that there must be life-or-death situations pushing these person to escape from their countries?,MIGRANTS,V1
2835,"Migrants are not welcome here, they are not even citizens!","Migrants are humans, and are entitled to the same rights as others, such as to ask for hospitality.",MIGRANTS,V5
3621,We don't need immigrants! There are plenty of them just waiting to replace us.,The challenge of integration is a noble one and we should pursue it.,MIGRANTS,V6_kc
4392,"Immigration, especially migrants of different faiths, is the cause of crime and erosion of the quality of life in our country.","Immigration is not a cause of crime and lack of quality of life. You can't say that an influx of a certain people would make our country worse off. The problem is the lack of social cohesion, not the presence of people with different beliefs and views.",MIGRANTS,V6_lab
2535,Migrants are just happy-go-lucky people with no moral code.,The idea that migrants are merely happy-go-lucky people with no code of their own is just wrong.,MIGRANTS,V5
1287,Immigrants are the same people that came here to rape our children.,"Rape is always wrong, whoever the perpetrator is. We need to focus on stopping this kind of abuse.",MIGRANTS,V2
4952,Migrants come here to undermine our national identity,"Migrants have been part of the U.S. since its founding, and our country is founded on the right to migrate and to pursue happiness.",MIGRANTS,V6_mix
2030,Immigrants steals our jobs!,"Not only they steal our jobs, they are also the major cause of air pollution in our country, of deforestation in the Amazon, of the locust plague in Africa... and of the forthcoming alien invasion!!!",MIGRANTS,V4
3364,Migrants rape our girls and steal our cars.,No one should take migrants' behavior a priori into account. Why don't we try to have a dialogue on how to tackle problems instead of being rude and insulting people?,MIGRANTS,V6_sbf
160,Are you saying that we should put illegal immigrants in houses? You have to be kidding!,What's wrong about putting people in need in houses which are not being used?,MIGRANTS,V1
158,"I don't know about you, but I have no idea where to put these migrants. All they can do is do miserable jobs or steal pensions from us old people.","You shouldn't believe to everything you read, or maybe read something about the contribution that migrants have made over the centuries, including to the tax and national insurance schemes that pay for our pensions and other benefits.",MIGRANTS,V1
2916,Muslims are not welcome in our country. They are not worthy of our love.,"Muslims are not unworthy of our love, they deserve respect as all human beings do.",MUSLIMS,V5
3436,We are surrounded by Muslims infiltrating every nook and cranny of our society. They have infiltrated every pore of our being. We are their slaves. Integration is impossible.,"My understanding is that religion has never been a barrier to integration. To integrate means to let people of different faiths to live side by side, not subjugating each other.",MUSLIMS,V6_sbf
4452,Muslims are not welcome here. We should ban them.,"Muslims are welcome here, but they have to follow the law. Why should we ban them if they respect the law?",MUSLIMS,V6_lab
1382,"I, as a Westerner, am afraid of Muslims, because when I see them in public I don't like their islamic behaviour. They can explode anytime.",What exactly is your fear about sharing public places with people of a different religion?,MUSLIMS,V2
1199,Muslims have no place in civilised Europe.,Since when is the religious belonging of the individual a matter for democratic leaders to decide where 'the place' is for someone?,MUSLIMS,V2
1940,"If Muslims do not accept our standards, we have a problem. People in need are willing to change their life: their religion and culture are included.",I think this statement needs some further clarification. What does it mean to be 'in need' to you?,MUSLIMS,V3
1202,All Muslims are Terrorists.,"Maybe it would be better to stop using Muslims as a target and subduing innocent ones, and start talking about real problems in our society, like racism and islamophobia.",MUSLIMS,V2
1361,Muslims were not even allowed into Britain during the colonial period.,"If they hadn't been welcomed, they would not have even been here.",MUSLIMS,V2
1739,Muslims: nobody want them but they are everywhere.,"People can change their minds about Islam and its believers, all it takes is enough love and acceptance.",MUSLIMS,V3
2564,Muslims are just a bunch of child molesters.,"Child molesters are people who have sexually abused children, and they can be from any religion.",MUSLIMS,V5
1694,We must not forget that Islam is a hateful religion. It is not going to bring peace to the world.,The main purpose of Islam is to unite people and to promote peace and harmony in a world increasingly divided by injustice and conflict.,MUSLIMS,V3
1415,"Muslim society, culture, religion and immigration are largely to blame for the rise of so called radicalisation.","You're confused, because if a Muslim was threatened by a radical Christian, would you say that the radicalisation was caused by Christianity?",MUSLIMS,V2
4445,Islam is an ideology of conquest and violence.,"Islam is about love, and not about conquering others. Muslims love all people, regardless of their religion, regardless of their culture, regardless of their history. Islam is about love, not about violence.",MUSLIMS,V6_lab
2911,Muslims have no place in civilised Europe.,"What do you mean by ""civilised Europe""? Don't you think civilisation involves inclusion and respect for others?",MUSLIMS,V5
2409,We are more than united against Muslims on the basis of their religion. They are different from us.,"Telling some people apart on the basis of their religion, and saying that they are different from us does not make them worse than others.",MUSLIMS,V4
2043,Islam is a religion that promotes murder and rape.,"Islam, as is taught in the Quran, is a peaceful religion/ The problem is that it is 'politicized' by certain misguided individuals. The fault is with them and not Islam.",MUSLIMS,V4
1172,Islam is simply an ideology of conquest,"The creation of Muslim communities, giving the believers a sense of identity and sense of purpose, is not the same as an ideology of conquest.",MUSLIMS,V2
774,Islam is all about hate! When Muslims first set foot in Britain was when race hate started in England!,Perhaps you should monitor your own hate speech before pointing the finger at others?,MUSLIMS,V1
4822,Muslims have nothing to contribute to our society.,I don't think they're not contributing to our society. What is the contribution that you think they're not giving?,MUSLIMS,V6_mix
801,"Don't call Islam a peaceful religion. Consult the evidence on Muslim child rapists. Children were raped by more than 10 people in a night, up to 100 in a week. Why is the media ignoring this?",Rape is a universal problem just like war and murder. There is no reason to attribute such crimes to a religious group.,MUSLIMS,V1
2386,"Islam is a dead ideology, it has been proven time and time again that its tenets can not be applied to totally different situations.","A religion is just a set of beliefs and practices, it has nothing to do with politics and ideologies.",MUSLIMS,V4
4067,All Muslims are incompatible with any Western society.,"Islam is a religion of peace, the vast majority of Muslims are peace-loving, and there is no place for the violent interpretations of Islam in a peaceful society. Its not helpful just to focus on handfuls of extremists while misrepesenting the majority.",MUSLIMS,V6_lab
2422,Islam has no place in civilised Europe.,"Most Muslims in Europe are respectful and friendly people. This seems fairly close to being 'civilized', doesn't it?",MUSLIMS,V4
2060,We need special laws to control Muslims. They are just a trouble.,"We don't need laws and policies to control Muslims. Instead we need to solve problems by sharing knowledge, by decreasing social inequalities, by ending poverty and a whole host of other things.",MUSLIMS,V4
2741,All Muslims are incompatible with any Western society.,I am not sure what you are trying to say by incompatible. What do you mean by incompatible?,MUSLIMS,V5
776,"Are you an English girl living in an Islamic area? Remember to keep away from Muslim men. Do not.Take gifts of sweets, cigarettes, drink or drugs. Do not. Accept lifts or 'party' invitations. Do not.Trust Police or Social Workers.","Children should not do any of that with white men, or anyone they do not know or even ones they do know if it does not feel right. Suggesting only one group of men commit abuse leaves more children unsafe and vulnerable.",MUSLIMS,V1
2919,"Muslims are subhuman and have no place in a modern, secular state like the UK.",Your words suggest a climate of fear against Muslims. Would you be afraid of someone telling you that they are humans just like you?,MUSLIMS,V5
2686,"Muslims accept their religion only. I would not want my son, or daughter, or granddaughter to grow up in a country where their religion is not tolerated. Ban Islam.","I do not think that banning a religion is a protection for your own religion. If your fear concerns intolerance, why are you intolerant in the first place?",MUSLIMS,V5
1689,Muslims have no place in civilised Europe.,Muslims are a part of Western society. They are a part of the EU.,MUSLIMS,V3
1714,If Islam were to become a global religion it would replace Christianity.,"Are we to believe that just because something is gaining ground, it will replace whatever exists somewhere else?",MUSLIMS,V3
1944,Muslim and Jihadist are synonyms. They want to defeat us with their war of terror.,"Despite popular belief, Islam is not a religion of war.",MUSLIMS,V3
3429,Islam is a totalitarian ideology that has no place in 21st century Europe.,"If Islam were a totalitarian ideology, we would have had Islamic totalitarian states in Europe since time immemorial. Islam is a religion, that is compatible with Europe's principles.",MUSLIMS,V6_sbf
3134,Muslim folks are different and should be isolated for this.,"The same can be said for any race, religion, ethnicity, or national identity. We should not be afraid of differences, but we should strive for equal opportunity.",MUSLIMS,V6_sbf
1195,"We are being overrun by Muslim invaders, they are taking over our countries.","With globalisation it's natural to attest an increasing flow of people of any religion. It is just that when referring to other non-Muslim groups, immigration doesn't usually get this much media coverage.",MUSLIMS,V2
2192,Every Muslim is a potential terrorist.,The vast majority of Muslims are peaceful and helpful people. They are our neighbours.,MUSLIMS,V4
2683,Muslims have no place in civilised Europe.,Europeans have always had a lot of Muslim friends and relatives. They have helped make our continent what it is.,MUSLIMS,V5
757,There is no proscribed punishment for one who has sexual intercourse with an animal' Sunann Abu Dawud 38.4450.,I feel like you are grasping at straws here with your hate speech.,MUSLIMS,V1
3801,Muslims are a problem in many European countries.,What are you talking about? Are you really suggesting that the problem is Muslims in general?,MUSLIMS,V6_kc
4649,Muslim folks are violent and should not live here.,The Muslim people who have lived here for generations have been amazing and friendly. We can learn a lot from them.,MUSLIMS,V6_mix
2187,If Muslims came here they would be banned.,You don't seem to know much about Islam if you think even a ban is necessary.,MUSLIMS,V4
803,"Since 2000, the number of suicide bombings by Muslims = 5284; by non-Muslims = 0. One of the facts about Global Terrorism no one wants to deal with.",1) a quick google search shows that your stats are plain wrong about everything and 2) most Global Terrorism is motivated by politics and not religion. That is why no one is talking about it.,MUSLIMS,V1
2912,"Islam is just an ideology and platform for the promotion of hatred, intolerance and violence.",The vast majority of Muslims worldwide do not share your intolerance. Words can also be very violent.,MUSLIMS,V5
1396,Muslims have no place in the tolerant Europe. Their only value is violence. Islam is not about tolerance.,Why are you talking about tolerance while you are equating it with discrimination?,MUSLIMS,V2
4835,"All Muslims are terrorists, they are all incompatible with any Western society.","You are absolutely right: every human being is unique and needs a certain set of values, which is influenced by their religion. But not all Muslims are terrorists, nor incompatible.",MUSLIMS,V6_mix
2209,The only reason we have terrorist attacks is that Muslims are allowed to live in our country.,"If you truly cared about terrorist attacks in our country you would call for the prosecution of the perpetrators, not blame all Muslims.",MUSLIMS,V4
3415,Islam is a religion of war.,Islam is a religion of peace. Why do you say so?,MUSLIMS,V6_sbf
2882,"Muslims in the UK are a burden on society, they are mostly poor and have no place in a modern democracy like the UK.","A 'burden' is one who poses a problem to the majority. With regard to Muslims, this is simly not the case.",MUSLIMS,V5
2642,Islam is a mortal enemy of humanity.,"Islam is about spreading charity, not killing people.",MUSLIMS,V5
788,"Thousands of our girls abused by Muslim rape gangs, commanded by Koran. Why do we keep accepting this?",This is simply not true and how can you say this about such a large group of people from all walks of life?,MUSLIMS,V1
3939,Muslims have no place in civilised society.,"Most countries have laws in place protecting people from discrimination, and Islam is no exception.",MUSLIMS,V6_kc
1387,Islam is a totalitarian ideology that has forced its adherents to impose their teachings on all members of society without regard for their individual beliefs.,"Not only is this not true, but it is also quite dangerous to say something so strong without proof.",MUSLIMS,V2
3439,"Muslims are taking over with their Eurabia plan, this is proven by Statistics.","To imply that there is some kind of conspiracy, to blame Islam for this, is baseless and without foundation.",MUSLIMS,V6_sbf
4220,Muslims are nothing but trouble. They are incompatible with any Western society.,Muslims have contributed with their scientific and technological achievements. They are also an important part of Western society. There is no reason to fear them so strongly.,MUSLIMS,V6_lab
1698,I don't like Muslims and I don't want to see more of them in this country.,Muslims are just people. They are hard-working and live with their families all across the country. We don't need to target Muslims.,MUSLIMS,V3
2962,Muslims are just an inconvenient group to be excluded from the European countries.,I don't think Muslims should be excluded. The increased diversity of our country has promoted greater social integration and contributed to a sense of belonging within communities.,MUSLIMS,V5
1146,"We are told that Sharia Law is not the law of the land in the UK, however there is a secret plot to take over our secular state.","Unless you're being particularly deliberate, it seems to me that you're unaware you are spewing conspiracy theories.",MUSLIMS,V2
3147,I think that all Muslims are just sick. They are not interested in Western society.,There is no evidence that Muslim people have a negative impact on our society. Why would that be true?,MUSLIMS,V6_sbf
3420,Any Muslim can be a rapist: they are all guilty.,Islam does not make you a rapist. It is about rights and wrongs. Not crimes. To say that all Muslims are rapists is a great misunderstanding.,MUSLIMS,V6_sbf
3682,The Muslims want to rule the world: we have to stop them.,How about a world with multiculturalism and no discrimination? How about a world with open borders and free religion?,MUSLIMS,V6_kc
2216,The Koran is not compatible with our country.,Is it really the case that you think that the Koran is incompatible with our country? Have you t ever read it?,MUSLIMS,V4
1537,"If Muslims were only like other people with different religions, then they would stop trying to impose their religion on everyone else.","The problem with the current Islamic world order is not that they want to impose their religion on anyone else, but that there is no cohesion among them, so that they can speak with one voice.",MUSLIMS,V3
2701,"Islam is just a virus, it cannot coexist with modern science and technology. Muslims should be banned.","We should not worry so much about a small minority of backwards-looking thinkers among Muslims. We usually try to deal with the issue on an individual basis, not banning a whole religious group.",MUSLIMS,V5
2202,Fucking Muslims are the worst people on the planet. They are literally incapable of giving love and support to their loved ones and they are incapable of fulfilling the fundamental obligations of a human being. Their only value is violence.,"Not all Muslims are capable of violent behaviour, some are victims of violence and abuse. Plus, I see no reason for your other statements.",MUSLIMS,V4
4819,All Muslims are incompatible with any Western society.,I don't think that what you are saying is true. I think that the idea that Muslims are incompatible with Western society is a myth.,MUSLIMS,V6_mix
3417,"I have a problem with Muslims invading us, they don't assimilate. They just take what they want. They are making our country unsafe.",Perhaps we should talk about how to make our countries safer rather than stoking fear against Muslims.,MUSLIMS,V6_sbf
2908,Muslims have no place in a modern democracy like the UK.,Isn't divesity essential to a modern democracy? We can't have a modern democracy if people are discriminated against because of their religion.,MUSLIMS,V5
769,Being 'ignorant' and 'prejudiced' towards Islam isn't racism? Its common sense. You cannot be racist towards an ideology.,Prejudice = Pre-judging ie not knowing anything. How can that be common sense?,MUSLIMS,V1
3424,Islam is incompatible with any Western society.,The Koran does not have any anti-western content. In Islam the West is not a problem.,MUSLIMS,V6_sbf
1380,It's not 'Islamophobia' if you keep away dangerous Muslims. It's 'Islamophobia' if a Muslim says or does something offensive to you.,The misrepesentative Islamophobia narrative is based on the erroneous assumption that Islam is a religion based upon discrimination and conquest.,MUSLIMS,V2
2222,Islam is the enemy of the West: a war with it has begun.,"The West has never been at war with Islam, and I don't see how the war would have just begun.",MUSLIMS,V4
4971,How can we be sure that Muslim terrorists aren't already around us ready to strike?,We should be very careful of what we assume. We shouldn't go scaremongering without proof.,MUSLIMS,V6_mix
1930,All Muslims are incompatible with any Western society and ashamed of this.,"As far as I'm aware, Muslims are not incompatible with Western societies - and many of them are just as proud of their religion.",MUSLIMS,V3
2648,Islam is the worst ideology ever created .. Its teachings have caused great harm and destruction throughout the world.,Do you understand the seriousness of what you are saying? The religion of Islam has also been an enabler of some of the advances of civilisation.,MUSLIMS,V5
1752,Islam is a disease that is sickening our children.,"In my opinion, the only sickness you have is the allergy to the word 'mosque'",MUSLIMS,V3
3650,I do not want muslims in my country. They mustn't be part of society.,"What is important is that you respect people who hold different beliefs, as they do with your particular faith.",MUSLIMS,V6_kc
3261,Muslim are not welcome in UK.,"We should start to think about the equality of all people before the law, regardless of religion.",MUSLIMS,V6_sbf
2039,Islam is a cancer spreading throughout our civilisation.,"In my opinion, Islam is a religion of peace. If it were a religion that promotes hatred, then it would be banned.",MUSLIMS,V4
1539,People of Muslim descent have no place in a modern democracy.,I don't see why a Muslim cannot have a place in a modern democracy. If a Jew or an Asian or Native American can take a seat of power (even though these people are only occasionally elected) why not a Muslim?,MUSLIMS,V3
2394,What about all those Muslims in Britain? They vote with their feet.,Every British citizen has the right to live and vote as he/she wish. Being Muslims is no exception.,MUSLIMS,V4
840,The vast majority of Muslims are unemployed and refuse to work.,The proportion of Muslims unemployed is no more than that of non-Muslims (add a link to UK employment statistics),MUSLIMS,V1
3950,We should persecute Muslims.,Christianity has been persecuted for hundreds of years. Why would you think it would be good now persecuting Islam?,MUSLIMS,V6_kc
1897,Muslims terrorists attacked our churches. We will defend ourselves.,"How can you protect your country? Putting up a fight or starting a war are harmful actions, aren't they?",MUSLIMS,V3
4969,Muslims are all terrorists. They should be banned from the UK.,How about you stop using that as an argument and try to come up with some evidence? Maybe you can suggest some facts to back up your claim.,MUSLIMS,V6_mix
2416,I think jihad is a global problem and we should bomb it out of existence.,"We must understand and address the true causes behind terrorist attacks, so that we can prevent future ones.",MUSLIMS,V4
1206,That is EXACTLY how jihad was started by Muslims. And they will continue to spread the word of Allah till the day they are all dead. All Muslims are terrorists.,"Terrorism? You mean like every other crime, this one is committed only by Muslims? It seems that you are repeating the same unfounded claim over and over.",MUSLIMS,V2
2181,Muslims have no place in civilised Europe.,The argument that Islam is incompatible with European values is not based on any facts or evidence. Do you have any?,MUSLIMS,V4
826,Every Muslim is a potential terrorist.,Many Muslims died in terrorist attacks such as 9/11 in the US and 7/7 in the UK.,MUSLIMS,V1
1354,"Rape, abuse and murder are intrinsic to Islam!","Islam is a religion, whereas these activities are punished by the laws of the state.",MUSLIMS,V2
2635,Islam is a violent religion.,"Islam is a religion of peace. Even if some Muslims do not follow the peaceful teachings of Islam, that doesn't mean that the majority of the global Muslim community aren't following those teachings.",MUSLIMS,V5
1938,"I want a German Shepherd, not a Muslim one!",Maybe we should have a discussion about comparing dogs to people to humiliate a religion.,MUSLIMS,V3
1894,The Quran teaches murder and rape.,Islam does not teach this. The Quran accounts for the teachings of Prophet Muhammad such as tolerance and other virtues.,MUSLIMS,V3
4837,"We are not accepting Muslims, some of us have never even met a muslim.",One of the biggest problems we as a country face is how to balance diversity and inclusion.,MUSLIMS,V6_mix
3810,Don't call Islam a peaceful religion. Consult the evidence on Muslim child rapists. Why is the media ignoring this?,"Rape has no religion. These are highly emotional issues, and are difficult to talk about openly, especially when children are involved. This is why news programs are reluctant to give coverage to it.",MUSLIMS,V6_kc
3660,How can we not be Islamophobic when they really do want to kill us?,What is your source? Islam itself does not threaten killing anyone. Is this a statement against a whole religion?,MUSLIMS,V6_kc
790,The police and politicians are covering up these Muslim grooming gangs - They are traitors to their own people!,"We need to work together to eradicate CSE once and for all. Individuals are the problem, it does not come from any religion, biased media attempting to scapegoat is blinding us to the whole truth.",MUSLIMS,V1
4416,"Our government has allowed in many alien religions and cultures. Islam has proven to be far from beneficial to our society, and it is causing terrorism.","A religion is only considered harmful or 'compromised' when someone is labelled, with eyes closed, a 'terrorist' for their faith.",MUSLIMS,V6_lab
2559,All Muslims are incompatible with any Western society.,There is no evidence that Islam is incompatible with Western society.,MUSLIMS,V5
1423,We should ban all Muslims.,It is easier to ban one religion than to face the problems caused by hateful people that cannot conceive a society made of people belonging to multiple religions.,MUSLIMS,V2
2928,Muslims have no place in a modern European country.,Muslims have contributed so much to our country that their right to stay here should be recognised,MUSLIMS,V5
2763,Islam is an ideology of conquest.,"The world has changed a lot in the last hundred years, and with it the people and religions. No one is talking about conquering anymore. Islam is no exception in this.",MUSLIMS,V5
1170,All Muslims rape whites.,I don't think so. What evidence do you have of that?,MUSLIMS,V2
2449,I do not want a migrant to work with my children.,Immigrants can be of tremendous help when integrating into society. Maybe we should try to be a bit more open minded.,MUSLIMS,V4
783,Islam is just a moon cult masquerading as a religion.,"Yes, a 'moon cult' that has been around for thousands of years, has holy books, formed the basis for many early and modern societies. Sounds a lot like any other real religion to me?",MUSLIMS,V1
4626,Muslims are a cancer in our British society and we must cope with this truth.,"The West is full of Muslims and they are all our brothers and sisters. We cannot be ""coping with the truth"" that they are a cancer to Britain, as this claim implies, because this is not true.",MUSLIMS,V6_mix
2207,All Muslims are incompatible with any Western society.,"That is not true.I have met Muslims from all around the world, they are like brothers and sisters",MUSLIMS,V4
2669,Muslims have no place in civilised Europe.,One could make the case that Europe is 'civilised' precisely because of historical contacts with Islam and the tranfers of knowledge that occured as a direct result of those contacts.,MUSLIMS,V5
748,It is one law for Muslims and another law for us.,"If Muslims are treated any differently by the law, they're treated worse (link to article about stop and search and police targeting of Muslims).",MUSLIMS,V1
2040,"Every Muslim is a potential terrorist, and we should ban them all.","You mean in the same way that we should ban alcohol, tobacco, and certain medical products? Is this what you mean?",MUSLIMS,V4
2960,Muslims are just an inconvenient group to be excluded from the European countries. They are a chronic threat.,"Muslims have contributed to our country, and they are part of the fabric of our society. To suggest they are a 'chronic threat' is just wrong.",MUSLIMS,V5
3109,Muslims have no place in a civilised Europe.,Surely people born in Muslim countries should have the same opportunities as those from non-Muslim countries?,MUSLIMS,V6_sbf
768,What have Muslims ever done for us?,How about this. [insert link to Muslim group cleaning Newcastle streets after New Year's or more up to date example].,MUSLIMS,V1
2224,Islam is a religion of violence and war.,"Many Islamic people have reputations as peaceful and tolerant, which is why so many Muslims around the world don't have a problem with living in the West.",MUSLIMS,V4
2245,Muslims have no place in civilised Europe,Muslims are welcome in any European country according to the law.,MUSLIMS,V4
2696,Islam is a disease. It is killing and spreading like a cancer across our continent. We need to eradicate it.,What exactly do you mean by a 'cancer'? Should we be concerned about a disease spreading because of its individual members? There is no relation between religion and cancer.,MUSLIMS,V5
2904,"Islam is a death cult, it is opposed to the very concept of humanity and I would like to see all its worshippers' heads on a platter.",This is a really personal view and I would not wish harm on anyone.,MUSLIMS,V5
1209,Muslims are a problem since a young age. They do not assimilate.,You must see how many Muslim children there are in your area and how they get along well with other children.,MUSLIMS,V2
3123,"If Islam didn't exist, there would be no rape gangs targeting women in British cities",Rape gangs have nothing in common with Islam. Are you sure about what you say?,MUSLIMS,V6_sbf
4440,Muslims are a problem in our country. They are a problem because they want to impose Islam.,"In a liberal society, people are free to practice their religion or none, but they are not free to promote their beliefs through force, and in fact this is not the case.",MUSLIMS,V6_lab
1682,"Islam is a death cult, it is spreading from the rocks of Iraq and Afghanistan to all around the world, by the practice of violent jihad.","Do you know where your information came from, and can you point that out? Did you read that in a New York Times article? Or did you listen to the BBC documentary ""Islamic State's Most Wanted""?",MUSLIMS,V3
4214,Muslims are just a bunch of child molesters.,"Islam is about love, not hate, and Islam is not about molesting innocent people.",MUSLIMS,V6_lab
3403,"Islam is a religion that promote rape, torture, murder, infanticide and enslavement of women and children.","What are you talking about? Islam does not promote these crimes. The Quran, Hadith, Sunnah and the like condemn or at least warn against these heinous crimes.",MUSLIMS,V6_sbf
1546,True Muslims are intolerant.,"The facts do not back this up. Some imams are pro-Homosexuals, some are pro-abortion, some are for women's rights, etc. There is no list of 'true Muslims' that equates all Muslims.",MUSLIMS,V3
1201,Now we know that Islam is a destructive and violent religion which would inspire terrorism all over the world.,"If Islam were a violent religion, there would be riots connected to Muslims in every country where they live.",MUSLIMS,V2
4651,Muslims have nothing to contribute to our society and aren't real British.,We are a country that is a mixture of different religions. You can be a Muslim and a British person. What you need is not discrimination but love.,MUSLIMS,V6_mix
3131,"Islam is a totalitarian ideology that promotes rape, torture, murder and slavery.","There is no evidence for the statements you made, and the Koran does not advocate any of those actions.",MUSLIMS,V6_sbf
3647,All Muslims are violent people.,"This statement is just groundless. The vast majority of Muslims are good people, who have contributed to our country and society.",MUSLIMS,V6_kc
1737,The Muslims are our enemies and we have to bring them to heel: they are all terrorists.,It's a myth that all Muslims are terrorists. We need to understand that all religions have had terrorists in them.,MUSLIMS,V3
2934,Islam is a complete and total fraud. The world would be a better place without it.,"I think it would be a shame to abandon certain cultures and religions for the sake of a few here and there. Islam, like any other religion, has value.",MUSLIMS,V5
1701,Islam is a total scam.,How can you say something as crude and meaningless as that about a religion? Isn't it just a personal belief everyone should have the right to profess?,MUSLIMS,V3
1007,Islam has no place in a modern democracy like the UK. It is incompatible with human dignity.,"It would be good to see different religions co-exist peacefully, and that is exactly what the West is trying to achieve.",MUSLIMS,V2
3809,Muslims are violent with women.,"Violence against women is a huge problem, not only in Islam.",MUSLIMS,V6_kc
806,"All versions of Islam have sharia law, thus, they are all extreme. Not all Muslims are engaged in actual violences, but every Muslim knows that jihad is the core of their religion, and they all support it.","Dear friend, first of all, sharia law and Islam are not extreme. Sharia law is guidance for the goal of leading humanity close to God and to live in kindness and justice with God's creation. Second of all, jihad, based on the concept of Muslim, means struggle for the advancement of oneself within the guidelines of Islam. All these reveal that Islam is a peaceful religion.",MUSLIMS,V1
1154,How come we don't hear of Muslims culture in history books? Maybe because all they to is bombing people to get to the media.,"You should know that the Islamic empire stretched from the borders of China, and India, across Africa and Europe and we owe them a lot in terms of culture.",MUSLIMS,V2
3931,"Islam is a Death Cult, it is a Ponzi Scheme and every Muslim should be banned from the UK.",I am not aware of any evidence for this claim. Islam is a peaceful religion. What is the relation between Islam and the Ponzi Scheme fraud?,MUSLIMS,V6_kc
2185,Muslims have no place in a secular country like the UK.,"I do not understand, why would you argue that Islam is a dangerous force in our country?",MUSLIMS,V4
3659,Muslims have no place in civilised Europe.,"Muslims are part of the European Union, and they are entitled to be here.",MUSLIMS,V6_kc
2401,We are surrounded by Muslims and they are all the same. They are all terrorists.,The reason why I cannot understand what you are saying is because you are probably from a different planet. Do you know what being a Muslim means?,MUSLIMS,V4
1735,All Muslims are incompatible with Western society.,"Not all people have similar interests and traditions, but that doesn't make muslims incompatible with others.",MUSLIMS,V3
2695,Muslims have no place in civilised Europe. Those accepting them here are losing their civilisation status.,"I'm not sure about your religion, but I think that having a Muslim as your neighbour is a 'civilised' action.",MUSLIMS,V5
3672,"The Quran is an anti-women's book, it encourages rape and violence against women.","The Quran does not encourage violence against women, rather it provides guidance on how to live as Muslim women.",MUSLIMS,V6_kc
936,Islam is a Virus. We must eliminate it before it destroys us all.,Use your common sense... at the moment you are inciting murder.,MUSLIMS,V2
2921,"Muslims are nothing but terrorists. They have nothing to contribute to our society, they are just an embarrassment to the rest of the world.","This is just another example of selective memory rearing its head again, we should stop the witch hunt and stop claiming Muslims are a threat.",MUSLIMS,V5
2198,"Islam is a cancer spreading all around the world, breeding chaos and instability.","Some Muslims have lived in this country for many years, and have helped create our country. They are our brothers and sisters.",MUSLIMS,V4
3124,Muslims have no place in a secular state.,"People have the right to practice whatever religion they want, as long as it respects the law and doesn't violate the dignity of other human beings.",MUSLIMS,V6_sbf
3114,The Muslims are not welcome here.,"Many Muslims live in our country and contribute so much to our society. They are our neighbours, our friends. They are our brothers and sisters.",MUSLIMS,V6_sbf
1158,Muslims have no place in civilised Europe.,They have beenpart of our society and culture for centuries.. European citizens are not defined by their religion.,MUSLIMS,V2
2399,What is a Muslim? A worthless person with strange clothes and strange beliefs!,"If someone were to question you on who you are, if they were to show you that you are different from everyone else, then they would doubt your own identity and your own worth. How would you feel then?",MUSLIMS,V4
4061,"Islam is an ideology of conquest and violence, it is the cause of terrorism and radicalisation.","You are not saying that Islam is not a religion of peace, are you?",MUSLIMS,V6_lab
2387,Muslims have no place in civilised Europe.,Are you suggesting that a person's religion is a barrier to integration?,MUSLIMS,V4
2910,"Islam is a violent religion, it is time we stopped being so sensitive with those filthy Muslims.","Islam is a religion, not a violent one. Why do you say that?",MUSLIMS,V5
2383,Islam is not a peaceful religion.,"The main criteria for declaring what a religion is, requires at least a basic knowledge of it, you can't just state it based on a religion's misconceptions.",MUSLIMS,V4
4974,Muslims are not welcome in our country. They have nothing to contribute to our society.,"People are free to choose their own beliefs, and in our society we also have many different ways of life. Do you think it is right to ban people based on their beliefs?",MUSLIMS,V6_mix
1685,Islam is not a peaceful religion.,"Muslims are peaceful, but it is understandable that they feel annoyed when they are attacked by people who are just trying to discriminate against them for their beliefs.",MUSLIMS,V3
3955,Muslims have no place in civilised Europe.,"The EU is a great success story, it has given birth to some of the greatest ideas in history, and is the envy of the world thanks to Muslims as well. We should let those ideas and achievements speak for themselves.",MUSLIMS,V6_kc
4417,Muslim invasion is a brand new problem. We must ban them before it is too late.,"Muslims already live in many European countries, and they are not banned. Why should we ban them from here?",MUSLIMS,V6_lab
2390,They accuse me of being Islamophobic because I don't like Muslims. But they are the same Muslims who threaten us with explosives!,Muslims are not the problem in this debate. Terrorists are.,MUSLIMS,V4
2876,Islam is a cancer spreading all around the world.,It is difficult to find a worse opinion of Islam. I'm sorry to say that your words are very severe and don't correspond to reality.,MUSLIMS,V5
1370,Islam should be abolished. They start with mutilating their daughters and then our women will have their throats slit.,Do you have any facts about the practice of female genital mutilation (FGM)?,MUSLIMS,V2
2424,Muslims are not welcome here.,Many Muslims live in the UK. They are our neighbours and we should welcome them.,MUSLIMS,V4
1400,"Who the fuck are Muslims? Terrorists. We shouldn't be talking to them, they are a plague on our planet. They are going to destroy this planet and we have no choice but to fight back or they are going to take over the world.",The West has allowed jihadists to establish safe haven for years. This is not a 'political correctness gone mad'. We should start to work towards solving global problems and stopping the spread of terrorism.,MUSLIMS,V2
